player1;player2;game_number;playerId;winnerId;wonMacroFieldsP1;wonMacroFieldsP2;macroBoard;mBoard
FINAL1;RANDOM;18.0;2.0;2.0;0.0;5.0; 2,2,-1,-1,-1,-1,2,2,2; 0,2,0,1,2,0,0,0,0,0,2,0,0,2,0,1,0,1,0,2,0,0,2,0,1,1,0,0,0,2,1,1,0,0,0,2,1,2,0,0,2,1,0,0,0,0,0,0,0,1,1,2,0,1,1,0,2,1,0,2,1,1,0,0,2,0,0,1,2,0,0,0,2,0,1,1,1,2,2,2,2
FINAL1;RANDOM;19.0;1.0;1.0;5.0;2.0; 1,-1,-1,1,2,1,1,1,2; 1,0,0,1,0,0,0,0,1,2,1,2,0,0,0,0,1,0,2,0,1,0,0,0,0,2,2,1,0,0,2,0,2,0,0,0,0,1,0,2,1,2,2,0,0,0,0,1,2,0,0,1,1,1,0,0,1,1,0,0,0,2,2,0,0,1,0,1,2,0,0,2,2,2,1,0,0,1,1,2,2
FINAL1;RANDOM;20.0;2.0;2.0;0.0;5.0; 2,-1,2,-1,2,-1,-1,2,2; 1,2,1,2,0,2,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,1,0,1,1,2,1,0,0,0,1,0,1,0,0,1,0,0,0,2,2,2,0,0,0,1,1,2,0,1,1,0,1,0,0,1,0,2,0,1,0,1,2,1,0,2,2,1,0,0,2,0,2,2,1,2,0,1,2,0,0
FINAL1;RANDOM;21.0;1.0;1.0;4.0;1.0; 1,0,1,0,2,1,0,-1,1; 0,0,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,2,0,2,1,2,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,2,1,2,0,0,0,0,0,0,2,1,1,0,0,2,0,0,2,0,1,0
FINAL1;RANDOM;22.0;2.0;2.0;2.0;5.0; 2,1,-1,2,1,2,2,2,-1; 2,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,2,2,0,0,2,1,1,1,0,1,1,0,2,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,1,1,2,2,2,1,1,2,0,0,2,2,2,1,0,0,2,1,2,0,1,1,2,1,0,2,2,1,0,2,0,1
FINAL1;RANDOM;23.0;1.0;1.0;3.0;1.0; 0,0,0,0,2,-1,1,1,1; 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,2,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,2,0,0,0,0,1,1,0,2
FINAL1;RANDOM;24.0;2.0;1.0;3.0;5.0; 1,-1,2,2,1,2,2,2,1; 2,0,0,1,2,0,0,0,0,1,1,1,0,2,1,0,1,0,0,0,2,2,1,1,2,2,2,0,0,0,1,1,2,1,0,1,2,2,2,1,2,1,2,2,2,0,1,0,1,0,0,0,1,0,2,0,0,2,0,0,0,2,1,1,2,0,0,2,1,1,0,2,1,0,2,0,0,2,1,1,1
FINAL1;RANDOM;25.0;1.0;1.0;4.0;1.0; 1,1,1,-1,2,-1,-1,1,-1; 0,0,0,0,0,1,0,2,2,1,1,1,0,1,0,2,0,0,0,2,0,1,0,0,1,1,1,2,0,1,1,2,0,0,0,2,1,0,0,2,1,0,0,0,0,0,2,1,2,2,2,0,0,0,2,0,1,0,2,0,2,2,0,2,1,0,0,2,0,0,1,0,0,2,1,1,1,1,2,1,2
FINAL1;RANDOM;26.0;2.0;2.0;1.0;5.0; 2,2,2,2,1,0,0,2,-1; 0,1,0,0,0,2,2,1,1,2,2,2,0,0,2,0,2,0,0,1,0,0,0,2,0,0,2,2,0,0,1,1,0,1,0,1,0,2,0,1,0,0,1,0,1,0,1,2,1,0,1,0,0,2,1,0,0,0,0,1,0,1,2,0,0,2,2,2,2,1,2,0,0,0,2,0,0,1,1,2,1
FINAL1;RANDOM;27.0;1.0;1.0;4.0;1.0; -1,-1,1,1,1,1,-1,-1,2; 0,0,2,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,1,1,1,1,0,0,2,1,0,2,0,1,0,0,2,0,2,0,0,2,2,2,0,1,0,1,0,0,0,0,2
FINAL1;RANDOM;28.0;2.0;2.0;1.0;4.0; -1,-1,2,-1,1,-1,2,2,2; 2,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,2,1,0,0,2,1,0,0,0,0,0,1,0,2,0,2,2,2,2,2,2,0,2,0,0,0,0,0,0,1
FINAL1;RANDOM;29.0;1.0;1.0;5.0;2.0; -1,1,2,1,2,0,1,1,1; 2,1,0,2,2,0,0,0,0,2,0,0,1,1,1,0,0,0,0,2,1,0,2,0,2,2,2,0,1,0,0,0,0,0,1,1,0,1,2,2,1,2,0,1,0,0,1,0,2,2,2,2,0,1,0,2,0,0,2,1,1,2,1,0,0,0,1,1,2,0,1,2,1,1,1,1,0,0,2,2,1
FINAL1;RANDOM;30.0;2.0;2.0;3.0;5.0; 2,-1,1,1,1,2,2,2,2; 0,0,0,1,0,2,1,0,0,2,2,2,1,1,0,1,2,1,0,0,0,2,0,0,1,1,0,1,0,0,0,1,1,0,0,2,2,0,0,2,1,1,0,2,0,1,1,1,0,0,1,2,0,0,2,2,2,0,1,2,0,0,0,0,0,1,0,2,0,2,2,2,0,0,1,2,0,0,0,0,0
FINAL1;RANDOM;31.0;1.0;1.0;5.0;0.0; 0,1,1,0,0,1,-1,1,1; 0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,1,1,1,2,2,1,1,1,1,0,0,2,2,2,1,0,0,2,1,2,0,0,0,2,2,1,1,1,0,2,0,0,2,0,2,2,1,2,0,2,0,0,1,0,0,0,2,1,1,0,1,0,1,0,0,1,0,2,2,0,0,0,1,1,2,2
FINAL1;RANDOM;32.0;2.0;2.0;2.0;6.0; 2,-1,2,2,1,2,2,2,1; 2,0,0,1,2,0,0,1,0,0,2,0,0,0,1,0,1,1,0,0,2,0,1,0,2,2,2,2,2,2,0,0,2,1,0,0,0,1,0,0,0,0,0,2,1,1,2,0,1,1,1,2,2,2,0,0,1,0,0,1,1,0,1,2,2,2,1,2,1,1,1,1,1,1,0,2,2,2,0,0,2
FINAL1;RANDOM;33.0;1.0;1.0;4.0;2.0; 1,-1,1,1,2,-1,1,-1,2; 2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,2,0,2,1,0,0,1,0,2,0,0,0,0,1,2,2,2,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0,2,2,2,1,1,1,2,0,0,0,2,1
FINAL1;RANDOM;34.0;2.0;2.0;2.0;4.0; 1,-1,2,-1,1,2,2,-1,2; 0,0,0,0,0,0,2,0,1,1,1,1,0,2,1,0,2,1,0,2,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,2,0,0,1,1,1,1,0,0,2,2,2,2,1,0,0,0,1,1,0,0,0,2,2,1,2,2,2,0,0,0,1,0,2,1,2,1
FINAL1;RANDOM;35.0;1.0;1.0;3.0;0.0; 0,1,-1,0,1,0,0,1,0; 0,2,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,1,1,1,0,2,0,0,2,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,2,0,1
FINAL1;RANDOM;36.0;2.0;2.0;3.0;4.0; 2,2,2,-1,1,-1,2,1,1; 2,0,0,1,2,0,0,0,2,0,2,0,1,2,0,0,2,1,1,0,2,0,2,0,2,0,0,0,1,0,1,1,1,0,1,0,0,2,1,1,2,1,2,2,0,0,0,2,1,0,2,2,2,1,0,2,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,1,2,0,1,0,2,0,1,0
FINAL1;RANDOM;37.0;1.0;1.0;4.0;1.0; 1,1,-1,1,2,-1,1,-1,-1; 1,2,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,2,0,1,1,1,1,2,0,0,0,1,0,2,0,0,1,2,0,0,1,0,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,1,0,2,2,0,1,0,0,0,2,0,0,0,0,1,0,0,2,2,0,0
FINAL1;RANDOM;38.0;2.0;2.0;0.0;3.0; 2,2,2,0,0,0,-1,0,0; 0,0,2,2,0,0,0,0,1,1,2,0,2,0,0,2,2,2,2,0,0,2,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,2,2,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0
FINAL1;RANDOM;39.0;1.0;1.0;3.0;2.0; 1,1,1,-1,2,-1,-1,-1,2; 1,1,1,0,2,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,1,2,0,1,0,2,2,1,1,2,2,1,0,0,0,2,0,0,2,0,0,0,2,0,1,1,1,1,0,2,2,2,2,2,0,0,0,1,0,0,1
FINAL1;RANDOM;40.0;2.0;2.0;0.0;4.0; 2,2,2,2,0,0,0,0,-1; 0,0,2,0,0,2,2,0,0,0,2,0,0,0,2,1,2,1,2,0,0,1,0,2,0,0,2,0,0,1,1,2,1,0,1,0,0,0,0,0,0,1,2,1,0,2,2,2,0,1,0,2,0,0,1,1,0,1,0,0,1,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,1
FINAL1;RANDOM;41.0;1.0;2.0;5.0;4.0; 2,1,2,1,2,1,1,1,2; 0,2,1,0,0,0,2,2,1,0,0,0,0,0,0,2,1,0,2,2,2,1,1,1,2,0,0,1,0,0,0,0,0,1,2,2,0,1,0,0,1,0,2,1,1,0,0,1,2,2,2,2,1,1,0,0,2,1,1,1,1,2,2,2,0,0,0,1,2,2,2,1,1,1,1,2,0,2,1,2,0
FINAL1;RANDOM;42.0;2.0;2.0;1.0;5.0; 2,2,2,2,1,2,0,-1,0; 1,0,1,0,2,0,0,1,0,0,0,1,0,2,0,0,0,0,2,2,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,2,0,2,0,1,1,1,0,2,0,0,0,2,1,0,1,2,0,0,0,0,1,1,0,0,1,1,0,1,2,1,0,2,1,1,2,0,0,1,0,0,0,0,2,0,0
FINAL1;RANDOM;43.0;1.0;1.0;3.0;1.0; 0,0,1,0,2,1,-1,0,1; 0,0,0,1,0,1,0,2,1,0,0,2,1,1,0,2,1,2,1,0,2,0,0,0,1,0,0,0,2,0,2,0,2,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,2,0,2,0,0,1,0,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,2
FINAL1;RANDOM;44.0;2.0;2.0;2.0;5.0; 2,2,2,2,2,-1,-1,1,1; 1,1,2,2,1,2,1,1,2,2,2,0,1,0,2,1,1,2,2,0,0,0,0,2,0,2,2,2,2,0,0,2,0,1,0,1,2,1,1,0,2,0,0,2,1,2,1,1,1,2,0,1,0,2,1,2,1,1,0,2,1,0,0,2,1,2,1,1,0,2,1,0,2,1,0,1,0,2,1,2,1
FINAL1;RANDOM;45.0;1.0;1.0;4.0;1.0; 2,1,-1,-1,1,-1,1,1,-1; 1,1,0,1,2,1,2,2,0,2,2,2,0,1,2,1,1,0,0,0,2,2,0,1,2,0,1,2,0,1,1,2,2,0,1,2,0,1,1,2,1,2,0,2,1,0,0,0,2,2,1,0,2,1,1,1,1,1,0,0,2,0,2,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,2,2
FINAL1;RANDOM;46.0;2.0;2.0;1.0;4.0; 2,-1,2,-1,1,2,-1,-1,2; 0,0,0,0,1,0,1,2,0,2,2,2,1,2,0,0,2,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,2,1,2,0,1,1,0,2,1,2,0,0,0,2,0,2,0,1,0,2,0,2,1,0,0,1,0,0,2,0,0,0,0,0,1,0,1,2
FINAL1;RANDOM;47.0;1.0;1.0;6.0;1.0; -1,1,1,1,-1,1,2,1,1; 0,0,0,0,0,1,0,1,2,0,0,0,2,0,1,2,1,2,0,2,1,0,0,1,0,1,1,1,0,0,0,0,2,0,0,1,0,1,0,2,1,2,0,1,0,0,0,1,2,2,0,1,0,2,0,0,2,0,2,0,2,2,1,0,0,2,0,0,0,2,1,2,1,2,2,1,1,1,1,2,0
FINAL1;RANDOM;48.0;2.0;2.0;0.0;4.0; -1,-1,-1,2,2,2,2,-1,-1; 0,0,2,1,0,2,2,0,0,1,1,0,0,2,0,1,1,0,0,1,2,1,0,0,0,0,0,2,1,0,2,0,0,0,0,1,1,2,1,2,1,1,0,0,0,0,0,2,2,0,0,2,2,2,0,0,0,0,2,0,1,1,0,2,2,2,0,1,0,0,2,0,1,0,0,0,0,0,1,0,1
FINAL1;RANDOM;49.0;1.0;1.0;6.0;3.0; 1,1,1,1,2,2,2,1,1; 1,1,1,2,0,2,2,0,2,0,0,0,1,1,1,0,2,0,0,0,0,0,2,0,1,1,1,1,0,0,2,2,2,2,0,1,0,1,0,2,1,0,2,0,0,0,0,1,1,0,2,2,0,0,0,0,2,2,0,1,0,0,1,0,0,2,0,1,0,2,1,1,1,2,2,1,0,0,2,2,1
FINAL1;RANDOM;50.0;2.0;2.0;2.0;7.0; 2,2,2,2,1,2,1,2,2; 2,2,2,1,2,1,2,2,2,0,0,1,1,2,1,1,1,0,0,0,1,0,2,0,2,1,1,2,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,1,0,0,2,2,2,0,0,1,2,1,0,0,1,2,0,2,1,1,2,0,1,2,1,2,1,1,0,1,2,2,2,1
FINAL1;RANDOM;51.0;1.0;1.0;5.0;1.0; 1,1,1,0,2,-1,1,1,0; 1,0,2,0,0,0,2,0,1,0,1,0,1,1,1,0,0,1,2,0,1,0,0,0,0,0,1,0,0,2,0,0,2,2,0,0,0,2,0,0,1,0,1,0,2,0,0,1,2,2,2,0,2,2,0,0,0,1,0,0,1,2,2,0,0,0,0,1,0,2,0,1,1,1,1,0,2,1,2,2,0
FINAL1;RANDOM;52.0;2.0;2.0;2.0;4.0; 2,2,2,-1,-1,-1,1,2,1; 0,0,0,2,0,0,2,0,0,1,0,0,0,2,0,1,2,0,2,2,2,0,0,2,0,0,2,0,0,2,1,0,1,1,0,0,0,2,0,0,2,1,0,2,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,2,0,0,0,0,1,0,2,0,0,2,2,2,1,1,0
FINAL1;RANDOM;53.0;1.0;1.0;5.0;1.0; -1,-1,1,-1,2,1,1,1,1; 1,1,0,0,1,2,1,0,2,2,2,0,2,1,2,2,1,2,1,2,2,0,0,0,0,0,1,2,0,0,2,2,2,0,0,1,1,1,0,0,1,2,0,1,0,1,0,0,2,2,1,1,0,0,1,1,1,1,0,0,2,2,1,0,2,2,0,1,0,0,2,1,0,0,2,0,0,1,2,0,1
FINAL1;RANDOM;54.0;2.0;2.0;0.0;6.0; 2,2,-1,2,-1,2,2,-1,2; 1,2,0,0,1,0,0,0,1,0,2,0,0,1,0,2,0,0,0,2,1,2,2,2,1,2,1,0,2,0,1,1,0,0,0,2,1,2,1,2,0,1,0,2,2,0,2,1,1,2,1,2,0,1,2,0,0,1,1,0,2,1,0,0,2,0,0,0,1,2,2,1,0,0,2,1,0,1,1,0,2
FINAL1;RANDOM;55.0;1.0;1.0;5.0;1.0; -1,0,1,0,1,1,2,1,1; 0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,2,1,0,2,2,2,2,0,0,0,1,2,2,0,1,0,0,1,0,0,0,2,0,0,1,0,1,2,2,0,0,0,0,2,1,1,2,0,0,0,2,1,0,0,1,0,2,0,2,1,1,0,0,1,2,0,2,0,1,1,0,0,1,0,2
FINAL1;RANDOM;56.0;2.0;2.0;1.0;5.0; 0,2,2,2,0,2,-1,1,2; 1,0,1,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,0,1,0,2,2,2,2,2,2,2,0,1,1,0,0,2,0,0,1,0,2,1,0,2,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,2,0,1,1,1,1,0,1,0,0,1,0,0,1,2,2,2
FINAL1;RANDOM;57.0;1.0;1.0;6.0;2.0; 2,1,1,1,2,1,1,-1,1; 0,0,2,1,0,0,2,2,1,0,0,2,1,0,0,0,1,0,0,0,2,1,0,0,1,0,2,1,0,0,2,2,0,1,0,1,0,1,0,2,1,2,2,1,1,2,2,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,1,2,1,0,1,2,0,2,1,2,2,0,1,2,1,0,1,2,0
FINAL1;RANDOM;58.0;2.0;2.0;2.0;3.0; 1,-1,2,-1,1,2,-1,-1,2; 1,1,1,0,2,0,2,0,0,1,0,0,0,0,1,2,0,0,0,2,1,0,0,0,2,0,0,2,0,1,0,0,0,2,0,0,2,1,1,0,2,0,2,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,2,0,0,1,1,0,0,2,1,0,2,0,2,2,0,0,0,0,0,0,2
FINAL1;RANDOM;59.0;1.0;1.0;3.0;1.0; 1,-1,-1,1,2,-1,1,-1,-1; 0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,2,0,2,2,2,1,0,0,1,0,0,2,0,0,0,1,2,2,2,0,0,0,2,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,1,0,2,1,0,2,0,0,1,0,2
FINAL1;RANDOM;60.0;2.0;2.0;0.0;5.0; -1,2,-1,2,2,-1,2,2,-1; 0,1,2,0,2,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,1,2,0,0,2,1,1,0,0,1,2,0,0,0,2,2,2,1,0,2,0,1,2,2,0,0,2,0,0,1,1,2,0,2,1,2,0,0,0,2,1,1,0,2,2,1,1,1,0,1
FINAL1;RANDOM;61.0;1.0;1.0;5.0;1.0; 0,1,1,-1,2,0,1,1,1; 2,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,2,0,2,2,0,0,2,0,1,0,0,1,2,2,0,1,0,2,0,0,2,2,0,0,2,1,0,0,1,0,0,0,2,0,1,2,0,0,1,0,1,1,1,1,0,2,0,2,1,0,0,2
FINAL1;RANDOM;62.0;2.0;1.0;4.0;5.0; 1,2,2,1,1,2,2,2,1; 1,1,1,2,0,0,2,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,0,0,2,1,1,0,1,1,1,0,1,0,0,1,1,2,2,1,2,2,2,2,1,0,1,0,2,1,0,0,2,0,1,0,0,2,1,1,1,2,0,0,0,0,2,2,2,1,2,0,0,0,0,2,0,1,0
FINAL1;RANDOM;63.0;1.0;1.0;3.0;1.0; -1,-1,1,-1,2,1,-1,-1,1; 0,0,2,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,1,1,0,1,0,0,1,2,0,0,0,2,2,2,0,0,1,1,0,0,0,0,2,2,0,2,0,0,0,0,1,0,2,2,0,0,0,2,0,0,0,1,1,1
FINAL1;RANDOM;64.0;2.0;1.0;3.0;4.0; 1,2,2,-1,1,-1,2,2,1; 2,0,0,0,2,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,1,0,1,0,0,1,0,2,2,0,0,0,0,0,0,2,0,1,0,1,1,1,1,0,2,0,0,0,0,0,1,1,1,1,2,2,2,1,0,1,0,2,0,0,0,0,2,2,2,1,1,0
FINAL1;RANDOM;65.0;1.0;1.0;5.0;2.0; 1,1,1,-1,2,1,1,-1,2; 0,0,1,0,0,1,1,0,2,0,1,0,0,0,1,1,0,2,1,2,2,0,0,1,1,0,0,0,2,0,2,2,2,1,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,2,2,0,2,0,1,1,0,0,0,0,1,1,1,2,0,0,2,0,1
FINAL1;RANDOM;66.0;2.0;2.0;1.0;5.0; 2,2,-1,2,2,1,2,-1,-1; 0,0,0,0,2,0,0,1,2,0,0,1,1,2,0,0,1,1,2,2,2,1,2,0,1,2,1,0,0,2,0,0,2,1,1,1,0,0,2,1,1,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,1,2,0,0,0,1,0,2,0,0,1,0,1,1,2,2,0,0,1,1,2,0,1,0
FINAL1;RANDOM;67.0;1.0;1.0;3.0;1.0; -1,-1,-1,-1,2,-1,1,1,1; 2,2,0,0,1,1,0,0,1,0,2,0,0,1,0,2,0,2,0,1,1,2,0,2,0,2,0,2,1,2,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2,2,0,0,0,1,0,0,1,2,0,1,0,0,1,2,0,0,1,0,1,2,0,1,0,0,0,0,1,1,2,0
FINAL1;RANDOM;68.0;2.0;2.0;0.0;4.0; 2,0,2,2,-1,0,2,0,0; 2,0,0,1,0,0,2,2,2,1,2,0,0,2,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,2,2,2,0,0,1,2,0,0,0,2,1,0,0,1,1,0,0,0,2,0,0,0,0,1,2,0,1,2,0,1,0,0,0,0,0
FINAL1;RANDOM;69.0;1.0;1.0;3.0;2.0; 1,1,1,-1,2,-1,-1,-1,2; 1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,2,2,2,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,2,2,2,2,2,0,2,0,1,0,2,1,0,1,0,0,2,0,1,0,2,2
FINAL1;RANDOM;70.0;2.0;2.0;1.0;4.0; 2,2,2,-1,1,-1,2,-1,-1; 2,0,1,2,0,1,0,0,0,2,0,0,0,2,1,0,0,0,2,0,0,0,0,2,2,2,2,1,0,0,1,1,1,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,1,1,0,2,0,1,0,2,0,2,0,1,2,0,0,1,2,0,1,1
FINAL1;RANDOM;71.0;1.0;1.0;4.0;1.0; 1,0,-1,0,1,2,0,1,1; 0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,2,0,1,0,0,0,2,0,1,2,1,2,0,0,0,1,2,2,1,2,0,2,2,2,2,2,0,0,0,0,0,0,0,1,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
FINAL1;RANDOM;72.0;2.0;2.0;2.0;6.0; 2,2,2,2,1,2,-1,2,1; 0,0,2,0,0,2,2,0,0,1,2,1,1,2,2,1,2,1,2,0,1,0,0,2,0,1,2,0,2,2,0,1,0,2,0,0,1,2,0,0,1,1,2,1,1,2,0,0,1,1,0,2,0,2,1,0,1,0,0,2,1,1,1,1,1,0,0,2,2,0,0,0,0,0,2,0,0,2,0,1,0
FINAL1;RANDOM;73.0;1.0;1.0;4.0;0.0; 0,0,-1,1,1,1,0,1,0; 1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,2,0,2,0,2,0,1,0,0,0,0,1,1,0,0,2,2,1,1,0,0,0,1,0,2,1,2,0,1,0,0,0,1,1,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,2,0,1,0,2,0,2,2,0,0,1,0,0,0,2,0
FINAL1;RANDOM;74.0;2.0;2.0;0.0;3.0; -1,0,0,2,2,2,0,0,0; 1,0,2,0,0,0,0,1,1,0,2,1,2,0,0,0,1,0,0,0,0,0,2,0,2,2,0,2,0,0,2,0,1,0,0,2,1,2,0,2,2,1,0,1,2,0,1,2,0,1,2,0,0,2,2,0,0,0,1,2,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,2,1,0,2,0
FINAL1;RANDOM;75.0;1.0;1.0;5.0;1.0; 1,-1,-1,1,1,-1,1,1,2; 0,0,1,0,0,0,0,0,0,2,2,1,2,0,0,0,1,0,0,0,1,0,0,1,2,2,0,0,1,0,1,0,0,0,2,0,0,1,0,2,1,0,0,0,0,2,1,0,2,2,1,2,0,1,1,0,0,0,0,1,2,0,2,1,2,2,0,0,1,0,2,0,1,0,0,1,2,1,2,2,1
FINAL1;RANDOM;76.0;2.0;2.0;0.0;5.0; 2,2,2,2,0,2,-1,0,0; 0,2,0,0,0,1,0,1,2,0,2,0,0,0,0,1,2,0,0,2,0,2,2,2,2,0,0,1,0,2,1,1,0,0,0,0,0,2,1,2,0,0,0,0,0,2,0,0,1,0,1,2,2,2,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,2,1,2,0,0,0,0,0,0,0,0
FINAL1;RANDOM;77.0;1.0;1.0;4.0;0.0; 0,1,-1,0,1,0,0,1,1; 0,2,0,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,1,2,0,0,0,2,1,2,2,1,0,0,0,0,0,0,2,1,2,0,1,0,1,0,0,1,2,1,0,0,0,0,2,0,1,2,0,0,1,0,0,1,0,1,0,0,2,1,0,0,2,2,1,0,2,0,1,2
FINAL1;RANDOM;78.0;2.0;2.0;2.0;5.0; 1,2,2,0,1,2,-1,2,2; 1,0,1,2,0,0,2,0,0,1,1,1,0,2,0,0,2,0,2,0,2,0,0,2,0,0,2,1,1,0,0,0,1,2,0,0,0,2,1,0,0,1,2,0,2,0,0,2,0,0,1,2,1,1,2,1,0,0,0,0,2,1,1,2,0,1,0,0,0,1,2,0,1,1,0,2,2,2,1,1,2
FINAL1;RANDOM;79.0;1.0;2.0;6.0;3.0; 1,1,2,1,2,1,2,1,1; 2,0,0,0,0,0,2,0,1,1,1,2,1,1,1,2,2,2,1,1,1,0,0,0,0,2,2,0,0,1,2,2,2,2,2,1,0,1,2,2,1,2,2,1,1,1,1,2,0,0,0,0,0,1,1,2,0,0,2,1,1,0,1,0,2,2,0,1,0,2,0,1,0,2,2,1,0,2,0,0,1
FINAL1;RANDOM;80.0;2.0;2.0;1.0;4.0; 2,2,2,2,1,-1,-1,-1,-1; 0,1,2,0,0,2,0,2,2,2,1,2,1,2,2,0,2,1,0,0,2,2,1,1,1,2,0,2,0,0,1,1,0,1,2,0,1,2,0,1,1,0,1,0,0,0,0,2,0,1,2,0,0,0,0,1,1,0,0,1,0,2,1,0,0,0,1,2,0,1,2,0,0,2,0,2,0,0,0,0,1
FINAL1;RANDOM;81.0;1.0;1.0;4.0;0.0; 1,1,1,0,-1,0,0,1,0; 0,0,1,0,0,1,2,2,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,1,2,1,2,1,0,0,1,2,2,1,0,0,0,0,2,2,0,0,1,2,0,2,2,0,2,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0
